total_time,total_inference_time,total_prompt_tokens,total_completion_tokens,total_tasks,total_cost,average_task_time,average_inference_time,average_prompt_tokens,average_completion_tokens,accuracy,min_cost,max_cost,stddev_cost,min_task_time,max_task_time,stddev_task_time,min_inference_time,max_inference_time,stddev_inference_time,median_inference_time,min_prompt_tokens,max_prompt_tokens,stddev_prompt_tokens,min_completion_tokens,max_completion_tokens,stddev_completion_tokens,min_total_tokens,max_total_tokens,stddev_total_tokens,strategy,dataset,model,run
299.4140200614929,299.0061001777649,31154,21717,164,0.04815250000000001,1.825695244277396,1.8232079279132005,189.96341463414635,132.42073170731706,0.7682926829268293,0.0001115,0.000793,0.00012093261478894664,0.6041965484619141,5.465569496154785,0.8800477475393392,0.6025981903076172,5.461980819702148,0.8796649010264807,1.7074878215789795,85,473,70.27918822433278,31,408,71.50683049068309,131,770,112.09781001840865,simple,humaneval,gpt-3.5-turbo-1106,run1
300.37478590011597,300.0227327346802,31154,22251,164,0.0489535,1.8315535725616827,1.8294069069187815,189.96341463414635,135.6768292682927,0.75,0.0001115,0.0008849999999999999,0.0001304472779399258,0.5824077129364014,5.94173002243042,1.0158641909524708,0.5809431076049805,5.939408779144287,1.0155649349482545,1.5991650819778442,85,473,70.27918822433278,31,526,77.65654571074658,131,770,117.9845517180615,simple,humaneval,gpt-3.5-turbo-1106,run2
291.1971220970154,290.8507263660431,31154,21800,164,0.048277000000000014,1.7755922079086304,1.773480038817336,189.96341463414635,132.9268292682927,0.7439024390243902,0.0001115,0.0009365,0.00012945994029411054,0.5920240879058838,6.52484655380249,0.934655506854405,0.590465784072876,6.521651744842529,0.9343289997536799,1.5801165103912354,85,473,70.27918822433278,31,509,76.28703955855613,131,855,118.32097409322489,simple,humaneval,gpt-3.5-turbo-1106,run3
294.3000330924988,293.94181632995605,31154,22482,164,0.049299999999999976,1.7945123969054804,1.7923281483533906,189.96341463414635,137.08536585365854,0.7439024390243902,0.0001115,0.000793,0.00012863882774028274,0.5440387725830078,6.181849241256714,0.8613756657267132,0.5424201488494873,6.180629014968872,0.8610819020993513,1.6964998245239258,85,473,70.27918822433278,24,444,76.88110511956242,131,770,116.34130057448456,simple,humaneval,gpt-3.5-turbo-1106,run4
276.6457214355469,276.2916657924652,31154,22092,164,0.048714999999999994,1.686864155094798,1.684705279222349,189.96341463414635,134.70731707317074,0.7317073170731707,0.0001115,0.000793,0.0001262617351946061,0.6284887790679932,5.432182788848877,0.8394776468827021,0.6270034313201904,5.4297730922698975,0.8391554715209197,1.4708722829818726,85,473,70.27918822433278,31,450,74.87011047851132,131,770,115.48914961150648,simple,humaneval,gpt-3.5-turbo-1106,run5
1566.5328238010406,1566.0928664207458,31154,33126,164,2.9221800000000013,9.55202941342098,9.549346746467963,189.96341463414635,201.9878048780488,0.8719512195121951,0.00636,0.04092,0.005441835586211602,1.8350005149841309,36.6500985622406,5.487238855577204,1.8335230350494385,36.64854454994202,5.487073242775332,8.238579869270325,85,473,70.27918822433278,58,526,73.49788092641413,153,838,116.27394165377778,simple,humaneval,gpt-4-0613,run1
1545.7904875278473,1540.3635573387146,31154,33230,164,2.9284199999999996,9.425551753218581,9.392460715479967,189.96341463414635,202.6219512195122,0.8719512195121951,0.00618,0.04092,0.0054557232042672515,1.9259073734283447,41.201871156692505,5.562466654251954,1.9235801696777344,41.18906378746033,5.5667596889810795,8.003286361694336,85,473,70.27918822433278,56,526,74.54420029349285,150,838,115.96899852496672,simple,humaneval,gpt-4-0613,run2
1380.29909491539,1379.679029226303,31154,33272,164,2.9309400000000005,8.416457895825548,8.412677007477457,189.96341463414635,202.8780487804878,0.8475609756097561,0.00618,0.039720000000000005,0.005562810996506354,2.0639889240264893,27.651105165481567,4.324442622685282,2.0622646808624268,27.649433612823486,4.324735641308293,7.791161775588989,85,473,70.27918822433278,55,506,77.35233551526623,150,882,116.9520870394195,simple,humaneval,gpt-4-0613,run3
1482.0035572052002,1481.5175578594208,31154,33522,164,2.94594,9.03660705612927,9.033643645484274,189.96341463414635,204.40243902439025,0.8597560975609756,0.00618,0.04134,0.005706786013057863,1.8965470790863037,29.623350858688354,4.964087553430049,1.8928751945495605,29.621452808380127,4.9637347293644325,7.712213754653931,85,473,70.27918822433278,55,533,78.66787524295835,150,919,119.89141428606219,simple,humaneval,gpt-4-0613,run4
1563.4877123832703,1561.3895263671875,31154,33616,164,2.9515800000000008,9.533461660873598,9.520667843702363,189.96341463414635,204.97560975609755,0.8719512195121951,0.00618,0.03924,0.0053560804987549055,2.493199586868286,38.094501972198486,4.909290491707485,2.4916727542877197,38.09275531768799,4.908505975269078,8.401461005210876,85,473,70.27918822433278,56,498,73.26981410604996,150,810,114.18700059897716,simple,humaneval,gpt-4-0613,run5
245.76499795913696,245.38094687461853,31154,17042,164,0.04114000000000001,1.498567060726445,1.4962252858208447,189.96341463414635,103.91463414634147,0.7439024390243902,8.6e-05,0.0009055000000000001,0.00011561590173933364,0.3584120273590088,6.242810249328613,0.8085460360842786,0.3567383289337158,6.2389280796051025,0.8083958203233944,1.2997798919677734,85,473,70.27918822433278,17,447,66.67514896908277,114,919,110.56374118525947,simple,humaneval,gpt-3.5-turbo-0613,run1
244.07190585136414,243.71831011772156,31154,17517,164,0.041852499999999994,1.4882433283619765,1.4860872568153753,189.96341463414635,106.8109756097561,0.75,8.6e-05,0.0009055000000000001,0.00011564470682868345,0.34796786308288574,5.344985246658325,0.7865987486281678,0.34639883041381836,5.341699600219727,0.786445850543021,1.330622911453247,85,473,70.27918822433278,17,446,67.36673462482555,114,919,109.7625617121505,simple,humaneval,gpt-3.5-turbo-0613,run2
239.85799765586853,239.43555855751038,31154,17399,164,0.0416755,1.4625487661943204,1.4599729180335999,189.96341463414635,106.09146341463415,0.75,8.6e-05,0.0008784999999999999,0.00011582863456542617,0.37153077125549316,5.885795593261719,0.8241001365523742,0.3699514865875244,5.880856037139893,0.8238876123827247,1.2396773099899292,85,473,70.27918822433278,17,428,67.12279874028432,114,901,110.31862682208937,simple,humaneval,gpt-3.5-turbo-0613,run3
287.21008825302124,240.75617599487305,31154,17655,164,0.04205949999999999,1.7512810259330562,1.4680254633833723,189.96341463414635,107.65243902439025,0.7621951219512195,8.6e-05,0.0009055000000000001,0.00012118116267130135,0.4786868095397949,24.62882661819458,1.9811783664476288,0.47134971618652344,5.8975653648376465,0.8451761812414078,1.2383794784545898,85,473,70.27918822433278,17,446,71.15287219085769,114,919,112.90325949585454,simple,humaneval,gpt-3.5-turbo-0613,run4
299.4013764858246,247.77067136764526,31154,17585,164,0.0419545,1.8256181493038084,1.5107967766319834,189.96341463414635,107.22560975609755,0.7560975609756098,8.6e-05,0.0009055000000000001,0.000123697073173303,0.40641164779663086,25.200626611709595,2.0199376108270575,0.40454745292663574,5.513880014419556,0.8598114205666847,1.2941198348999023,85,473,70.27918822433278,17,447,72.63509319488479,114,919,114.64009138884866,simple,humaneval,gpt-3.5-turbo-0613,run5
1932.8236601352692,1929.6272149085999,31154,53766,164,1.9245200000000013,11.785510122776031,11.766019603101219,189.96341463414635,327.8414634146341,0.9024390243902439,0.00481,0.0222,0.0035092401232610705,3.419973134994507,29.931285858154297,4.707546578787619,3.4188759326934814,29.929065227508545,4.689650262130084,11.13141942024231,85,473,70.27918822433278,125,636,101.90979645645554,223,1014,153.52779481168756,simple,humaneval,gpt-4-turbo-2024-04-09,run1
2016.2678468227386,2008.2511341571808,31154,53785,164,1.9250900000000004,12.29431613916304,12.245433744860858,189.96341463414635,327.9573170731707,0.8841463414634146,0.00439,0.022830000000000003,0.003562503303615134,4.49881911277771,34.90915489196777,5.5917506988093235,4.4968860149383545,34.905314922332764,5.531223246650125,10.927533149719238,85,473,70.27918822433278,118,657,103.3949691202793,203,1043,155.61652508793182,simple,humaneval,gpt-4-turbo-2024-04-09,run2
1973.594887495041,1958.4139275550842,31154,54749,164,1.9540100000000002,12.034115167652688,11.941548338750513,189.96341463414635,333.8353658536585,0.9085365853658537,0.00436,0.02244,0.0036583207827395226,4.1448705196380615,29.139814138412476,4.771361584878938,4.1427929401397705,25.74754047393799,4.581571889990753,11.009374499320984,85,473,70.27918822433278,117,644,106.23335105583578,202,1032,159.16269331501317,simple,humaneval,gpt-4-turbo-2024-04-09,run3
1705.8719234466553,1689.9848263263702,31154,54038,164,1.9326799999999997,10.401658069796678,10.304785526380307,189.96341463414635,329.5,0.9085365853658537,0.0046,0.022420000000000002,0.0036588603928726766,3.1141324043273926,27.83473014831543,4.655799914748189,3.112265110015869,26.596044301986694,4.450564725079798,9.745273351669312,85,473,70.27918822433278,124,677,107.02316130265787,210,980,158.14253065824093,simple,humaneval,gpt-4-turbo-2024-04-09,run4
1649.070496559143,1641.354041814804,31154,53424,164,1.9142600000000007,10.055307905848434,10.008256352529294,189.96341463414635,325.7560975609756,0.8780487804878049,0.00439,0.022410000000000003,0.003544289556916167,3.277128219604492,43.53649187088013,5.570469655252179,3.2755353450775146,43.534122943878174,5.468253978055812,8.932087182998657,85,473,70.27918822433278,118,643,103.04094855520337,203,1036,154.69711347517767,simple,humaneval,gpt-4-turbo-2024-04-09,run5
371.80053639411926,318.3487582206726,31154,26413,164,0.05519650000000002,2.2670764414275566,1.9411509647601988,189.96341463414635,161.0548780487805,0.7621951219512195,0.00010400000000000001,0.0009365,0.00014638788037232194,0.5884487628936768,22.623887300491333,1.9243393317158686,0.43245816230773926,6.540429592132568,0.9913791707801787,1.752508521080017,85,473,70.27918822433278,17,509,84.78317730524591,134,855,132.24579609034933,simple,humaneval,gpt-3.5-turbo-0125,run1
397.33553814888,347.486918926239,31154,26378,164,0.055144000000000026,2.4227776716395124,2.1188226763795064,189.96341463414635,160.84146341463415,0.7195121951219512,0.00010400000000000001,0.0009365,0.00014406125665186015,0.5007050037384033,22.123838186264038,1.9512925180433338,0.4225170612335205,8.186654329299927,1.1271212231256464,1.948591709136963,85,473,70.27918822433278,17,509,83.51157584977524,134,855,130.44514998256074,simple,humaneval,gpt-3.5-turbo-0125,run2
385.4097442626953,325.0633137226105,31154,26221,164,0.054908500000000034,2.350059416235947,1.982093376357381,189.96341463414635,159.8841463414634,0.725609756097561,0.00010400000000000001,0.0009365,0.00014382367569833944,0.6003658771514893,22.11180329322815,1.8217237115261853,0.38582301139831543,6.126552104949951,0.8907313632298898,1.8509527444839478,85,473,70.27918822433278,17,509,82.68332666176266,134,855,131.14893863254903,simple,humaneval,gpt-3.5-turbo-0125,run3
